ID,标题,类型,分数,实际分数,总人数,0星(短),1星(短),2星(短),3星(短),4星(短),5星(短),平均(短),人数(短),0星(长),1星(长),2星(长),3星(长),4星(长),5星(长),平均(长),人数(长)
78832,魔法少女 俺,番剧,9.3,9.653939101014982,4138,0,28,23,87,344,3615,9.658774713204783,4097,0,0,3,3,2,33,9.170731707317072,41
78872,鹿枫堂,番剧,9.7,9.893055555555556,1440,0,2,0,7,54,1364,9.893482831114225,1427,0,0,0,0,1,12,9.846153846153847,13
79292,鬼灯的冷彻 第二季 其二,番剧,9.8,9.906437768240343,2330,0,6,1,10,61,2226,9.90625,2304,0,0,0,0,1,25,9.923076923076923,26
79312,女神异闻录5 动画版,番剧,9.1,9.3277428371768,4293,0,81,80,214,365,3442,9.351028216164515,4182,0,6,6,10,24,65,8.45045045045045,111
79332,LOST SONG 失落的歌谣,番剧,9.4,9.467185565186627,5653,0,61,42,192,602,4525,9.49981556621173,5422,0,7,10,17,58,139,8.7012987012987,231
79352,Four of a Kind 四牌士,番剧,8.6,9.26241134751773,141,0,5,0,6,19,107,9.255474452554745,137,0,0,0,0,1,3,9.5,4
79372,ReLIFE 完结篇,番剧,9.9,9.970910690164295,31833,0,33,6,31,234,31216,9.971700507614214,31520,0,0,1,2,10,300,9.891373801916933,313
79392,海獭波乐 3rd,番剧,9.0,9.515151515151516,132,0,4,3,1,5,116,9.503875968992247,129,0,0,0,0,0,3,10.0,3
79412,智龙迷城,番剧,6.6,8.0,91,0,13,1,4,24,47,8.044943820224718,89,0,0,1,0,1,0,6.0,2
79472,装甲重拳/MEGALOBOX,番剧,9.8,9.887369504484635,27204,0,83,34,176,674,25963,9.89157073895284,26930,0,2,1,13,35,223,9.474452554744525,274
79492,SWORD GAI 装刀凯 The Animation,番剧,5.1,6.366925064599483,387,0,86,36,72,71,104,6.384823848238482,369,0,2,2,9,4,1,6.0,18
80072,魔卡少女樱 Clear Card篇 序幕 小樱与两人的小熊,番剧,9.6,9.880749574105621,587,0,3,0,2,18,558,9.882960413080895,581,0,0,0,0,1,5,9.666666666666666,6
80092,魔法少女☆伊莉雅 2WEI!,番剧,9.5,9.72210953346856,986,0,15,3,9,44,901,9.73045267489712,972,0,0,1,1,1,11,9.142857142857142,14
80472,重神机潘多拉（中配）,番剧,7.1,7.81139489194499,509,0,41,31,73,118,221,7.847107438016529,484,0,2,1,9,7,6,7.12,25
81152,Gon的旱獭 第二季,国创,9.6,9.848979591836734,490,0,1,0,0,33,455,9.848670756646216,489,0,0,0,0,0,1,10.0,1
81232,排球少年剧场版 结束与开始,番剧,9.8,9.960216998191681,553,0,0,0,2,7,537,9.95970695970696,546,0,0,0,0,0,7,10.0,7
81292,Little Busters! ～Refrain～,番剧,9.8,9.92349356804333,2954,0,11,3,12,33,2830,9.923849082727587,2889,0,0,0,0,3,62,9.907692307692308,65
82132,排球少年剧场版 胜者与败者,番剧,9.7,9.953177257525084,299,0,0,0,0,6,291,9.95959595959596,297,0,0,0,0,1,1,9.0,2
82692,魔法少女 俺（中配）,番剧,9.3,9.708683473389355,714,0,7,1,9,55,640,9.707865168539326,712,0,0,0,0,0,2,10.0,2
82712,排球少年剧场版 观念之战,番剧,9.8,9.864734299516908,621,0,5,0,5,12,589,9.86252045826514,611,0,0,0,0,0,10,10.0,10
82772,飙速宅男 Re:GENERATION (2017),番剧,9.2,9.263157894736842,19,0,1,0,0,3,15,9.263157894736842,19,0,0,0,0,0,0,0,0
83832,鹿枫堂 （中配）,番剧,9.4,9.93969849246231,199,0,0,0,0,4,189,9.958549222797927,193,0,0,0,1,0,5,9.333333333333334,6
83872,排球少年剧场版 才能与感觉,番剧,9.8,9.984575835475578,389,0,0,0,0,3,377,9.98421052631579,380,0,0,0,0,0,9,10.0,9
83952,二二二哈企,国创,7.4,8.395061728395062,81,0,6,2,11,13,49,8.395061728395062,81,0,0,0,0,0,0,0,0
85672,大食谱,国创,9.1,9.53125,128,0,2,0,2,16,104,9.548387096774194,124,0,0,0,0,2,2,9.0,4
86272,全职高手 特别篇,国创,8.7,8.728710711120202,14667,0,610,569,1185,1943,9698,8.79186004998215,14005,0,36,89,164,124,249,7.3927492447129906,662
86732,切尔诺贝利之春,国创,9.7,9.854961832061068,524,0,2,0,3,23,485,9.855750487329434,513,0,0,0,0,1,10,9.818181818181818,11
87232,索尼克音爆,番剧,9.5,9.6,75,0,0,1,1,9,63,9.621621621621621,74,0,0,0,0,1,0,8.0,1
88872,实验品家庭,国创,8.1,8.427244582043343,1292,0,46,66,157,213,744,8.517128874388254,1226,0,7,11,17,12,19,6.757575757575758,66
89132,草莓棉花糖 OVA 第1期,番剧,9.8,9.9,140,0,1,0,0,3,136,9.9,140,0,0,0,0,0,0,0,0
89152,刀使巫女（中配）,番剧,8.1,8.97872340425532,94,0,4,1,6,13,67,9.032967032967033,91,0,0,0,1,2,0,7.333333333333333,3
89192,金色琴弦～primo passo～,番剧,9.7,9.89622641509434,212,0,1,0,1,4,201,9.903381642512077,207,0,0,0,0,1,4,9.6,5
90252,无聊诗社 第二季,国创,9.1,9.392857142857142,224,0,7,3,6,19,187,9.387387387387387,222,0,0,0,0,0,2,10.0,2
91912,阴阳师·平安物语 sp,国创,9.1,9.8004158004158,481,0,7,0,1,18,451,9.79874213836478,477,0,0,0,0,0,4,10.0,4
91972,剧场版总集篇 OVERLORD 不死者之王,番剧,9.4,9.61658031088083,579,0,16,3,5,27,526,9.618717504332755,577,0,0,0,0,1,1,9.0,2
92272,剑网3·侠肝义胆沈剑心,国创,9.8,9.912253521126761,14200,0,52,11,43,286,13677,9.912858056720449,14069,0,0,0,2,6,123,9.84732824427481,131
92572,凸变英雄 LEAF 日语版,国创,7.0,7.670886075949367,158,0,22,11,12,30,78,7.712418300653595,153,0,0,1,2,2,0,6.4,5
92812,剧场版 笑傲昙天(外传) 「中篇」,番剧,9.4,9.903846153846153,104,0,0,0,1,3,99,9.902912621359222,103,0,0,0,0,0,1,10.0,1
94732,帝王攻略,国创,9.1,9.299524564183836,631,0,10,8,33,90,488,9.30047694753577,629,0,0,0,0,1,1,9.0,2
95172,纸箱战机W,番剧,9.4,9.877551020408163,49,0,0,0,0,3,46,9.877551020408163,49,0,0,0,0,0,0,0,0
95252,明日之丈,番剧,9.8,9.913669064748202,278,0,0,0,1,10,258,9.910780669144982,269,0,0,0,0,0,9,10.0,9
95272,暮光幻影 日语版,国创,7.3,7.9282051282051285,195,0,6,17,36,40,88,8.0,187,0,0,1,5,2,0,6.25,8
95292,暮光幻影,国创,7.3,8.165745856353592,362,0,29,24,31,64,191,8.14749262536873,339,0,1,1,3,5,13,8.434782608695652,23
95332,无敌极光侠,国创,8.2,9.272058823529411,272,0,16,1,4,24,224,9.263940520446097,269,0,0,0,0,0,3,10.0,3
95992,结城友奈是勇者,番剧,9.6,9.701992753623188,2208,0,22,9,35,93,1957,9.737240075614366,2116,0,4,2,10,9,67,8.891304347826088,92
96072,喂，看见耳朵啦,国创,9.5,9.811090798293723,1641,0,13,4,13,57,1444,9.807968647942522,1531,0,2,0,0,0,108,9.854545454545455,110
96092,喂，看见耳朵啦 日语版,国创,9.5,9.831649831649832,297,0,2,1,1,12,277,9.829351535836178,293,0,0,0,0,0,4,10.0,4
96632,宇宙航海王 ABYSS OF HYPERSPACE -亚空的深渊-：剧场版,番剧,8.8,9.55,40,0,0,1,1,4,34,9.55,40,0,0,0,0,0,0,0,0
97272,未来卡 神搭档对战,番剧,9.3,9.52,50,0,1,0,2,4,42,9.510204081632653,49,0,0,0,0,0,1,10.0,1
97912,小绿和小蓝,国创,9.7,9.824973876698015,7656,0,52,21,63,223,7143,9.834710743801653,7502,0,3,2,11,10,128,9.35064935064935,154
98612,当女孩遇到熊,番剧,6.8,7.260393873085339,914,0,164,66,86,163,377,7.22196261682243,856,0,3,4,9,21,21,7.827586206896552,58
98632,飞翔的魔女,番剧,9.8,9.925006464959917,3867,0,2,2,11,105,3710,9.926370757180157,3830,0,0,0,0,4,33,9.783783783783784,37
98752,天才玩偶,国创,7.6,8.256198347107437,726,0,65,37,57,94,424,8.289512555391433,677,0,3,4,10,10,22,7.795918367346939,49
100012,天才玩偶 日语版,国创,7.6,8.064516129032258,62,0,7,2,5,14,33,8.098360655737705,61,0,0,0,1,0,0,6.0,1
100712,灰色的迷宫,番剧,9.8,9.902097902097902,1001,0,3,3,3,22,962,9.901309164149044,993,0,0,0,0,0,8,10.0,8
100772,全金属狂潮 总集篇,番剧,9.4,9.871794871794872,78,0,0,0,0,5,73,9.871794871794872,78,0,0,0,0,0,0,0,0
100852,第二模式,国创,8.5,9.203125,128,0,4,3,4,18,95,9.17741935483871,124,0,0,0,0,0,4,10.0,4
101852,少年歌行,国创,9.5,9.646379746835443,9875,0,133,63,184,578,8809,9.65864646257807,9767,0,4,4,14,23,63,8.537037037037036,108
102032,音乐少女,番剧,7.9,8.264150943396226,318,0,23,12,43,53,177,8.266233766233766,308,0,1,1,1,0,7,8.2,10
102112,邪神与厨二病少女,番剧,9.5,9.62039189637994,6022,0,86,42,113,385,5294,9.634797297297297,5920,0,5,5,7,13,72,8.784313725490197,102
102152,前进吧！登山少女 第三季,番剧,9.8,9.897310513447433,1227,0,3,2,6,30,1162,9.900249376558603,1203,0,0,0,0,3,21,9.75,24
102172,怪物之子,番剧,9.6,9.726114649681529,1570,0,4,5,27,123,1378,9.729342875731945,1537,0,0,0,0,7,26,9.575757575757576,33
102232,Free!-Dive to the Future-,番剧,9.6,9.709206927985415,2194,0,20,14,35,89,1958,9.734404536862003,2116,0,3,2,5,10,58,9.025641025641026,78
102252,OVERLORD Ⅲ,番剧,9.4,9.59121915820029,27560,0,570,220,517,1115,24486,9.621748178980228,26908,0,53,28,77,94,400,8.331288343558283,652
102272,天狼 Sirius the Jaeger,番剧,8.7,8.963680387409202,5369,0,109,127,501,817,3659,8.988682140801842,5213,0,5,8,27,48,68,8.128205128205128,156
102292,ISLAND,番剧,9.2,9.4280276816609,5780,0,76,68,194,641,4562,9.445226493412742,5541,0,7,6,15,40,171,9.02928870292887,239
102312,碧蓝之海,番剧,9.9,9.945577936298,46121,0,90,37,106,560,45126,9.945861190356933,45919,0,1,0,0,8,193,9.881188118811881,202
102352,前进吧！登山少女 第二季,番剧,9.8,9.902439024390244,697,0,3,1,2,14,668,9.904069767441861,688,0,0,0,0,1,8,9.777777777777779,9
102392,工作细胞,番剧,9.6,9.755629285556292,22605,0,190,69,314,1135,20671,9.75602126994057,22379,0,2,0,4,16,204,9.716814159292035,226
102412,轻羽飞扬！,番剧,4.0,4.182087830600643,24274,0,13784,2503,1943,977,3890,4.154392345326233,23097,0,529,175,185,93,195,4.725573491928632,1177
102472,深夜！天才傻鹏,番剧,9.1,9.628571428571428,210,0,2,1,4,14,181,9.673267326732674,202,0,1,0,0,2,5,8.5,8
102612,闪电十一人 第一季 日语,番剧,9.8,9.931506849315069,146,0,0,0,0,5,139,9.930555555555555,144,0,0,0,0,0,2,10.0,2
102632,中间管理录利根川,番剧,9.7,9.785051827605018,1833,0,16,5,16,81,1679,9.786310517529216,1797,0,1,0,0,1,34,9.722222222222221,36
102712,付丧神出租中,番剧,9.4,9.56686626746507,1002,0,8,11,19,107,841,9.574036511156187,986,0,0,0,3,1,12,9.125,16
102732,昴宿七星,番剧,5.8,6.0923219670610065,4311,0,1105,618,675,474,1267,6.086977530804542,4139,0,26,38,36,35,37,6.22093023255814,172
102752,异界少女召唤术,番剧,6.9,7.501395673412421,5732,0,884,376,672,832,2763,7.524877872263434,5527,0,36,24,33,39,73,6.868292682926829,205
102772,百炼霸王与圣约女武神,番剧,6.2,6.864380757420675,3908,0,674,438,640,678,1372,6.860599684376644,3802,0,9,15,28,22,32,7.0,106
102792,Angels of Death,番剧,9.5,9.690884947358438,21086,0,241,141,368,988,18984,9.699739407393109,20722,0,7,12,27,30,288,9.186813186813186,364
102812,梦王国与沉睡的100王子,番剧,7.9,8.364145658263306,357,0,29,24,26,39,219,8.344213649851632,337,0,1,2,1,1,15,8.7,20
102832,千枪士,番剧,5.8,6.491228070175438,627,0,154,75,60,80,231,6.53,600,0,7,6,5,3,6,5.62962962962963,27
102852,LORD of VERMILION 红莲之王,番剧,4.3,4.510783200908059,881,0,421,138,99,60,141,4.514551804423749,859,0,11,4,3,0,4,4.363636363636363,22
102892,少女☆歌剧 Revue Starlight,番剧,9.8,9.87324245235886,14011,0,58,35,99,284,13098,9.879328127302195,13574,0,2,4,12,25,394,9.68421052631579,437
103012,偶像大师灰姑娘剧场 第三季（TV版）,番剧,9.1,9.46808510638298,188,0,11,1,1,1,174,9.46808510638298,188,0,0,0,0,0,0,0,0
103032,One Room 第二季,番剧,9.7,9.89013094857873,3131,0,8,4,13,97,2975,9.89215369712625,3097,0,0,0,1,3,30,9.705882352941176,34
103072,打工小哥！之2！,番剧,9.5,9.745098039215685,204,0,2,0,2,14,184,9.742574257425742,202,0,0,0,0,0,2,10.0,2
103172,我家大师兄脑子有坑 特别篇,国创,8.4,8.719751809720785,967,0,76,28,58,103,696,8.736732570239335,961,0,2,0,1,2,1,6.0,6
103572,天谕 第二季：苍古之绊,国创,9.0,9.624242424242425,330,0,5,3,6,19,291,9.62962962962963,324,0,0,0,1,0,5,9.333333333333334,6
103832,百鬼幼儿园,国创,9.5,9.835675675675676,1850,0,12,3,13,69,1747,9.835140997830802,1844,0,0,0,0,0,6,10.0,6
103852,我是江小白 第二季,国创,8.5,8.79439941046426,1357,0,55,40,120,185,887,8.811188811188812,1287,0,2,2,11,17,38,8.485714285714286,70
103892,大话之少年游,国创,8.0,8.999123575810692,1141,0,72,31,52,84,882,8.984834968777877,1121,0,0,0,1,0,19,9.8,20
105592,甜甜私房猫 第四季,番剧,9.4,9.704545454545455,88,0,1,1,0,6,78,9.69767441860465,86,0,0,0,0,0,2,10.0,2
106512,灰与幻想的格林姆迦尔,番剧,9.8,9.888339633614423,13756,0,45,19,68,362,13039,9.891376634892485,13533,0,1,1,7,12,202,9.704035874439462,223
106612,灰与幻想的格林姆迦尔 OVA,番剧,9.8,9.934814814814814,1350,0,2,2,2,26,1317,9.934766493699037,1349,0,0,0,0,0,1,10.0,1
109832,记忆U盘,国创,7.8,8.291005291005291,378,0,37,18,23,62,224,8.296703296703297,364,0,0,1,4,2,7,8.142857142857142,14
110672,玛丽与魔女之花,番剧,7.7,7.731958762886598,1067,0,48,74,262,231,410,7.719024390243902,1025,0,2,1,7,16,16,8.047619047619047,42
111052,山河社稷图,国创,8.7,9.272527472527473,910,0,15,19,49,93,699,9.296,875,0,2,0,4,7,22,8.685714285714285,35
111892,苍翼默示录 Alter Memory,番剧,9.2,9.25242718446602,206,0,5,4,10,23,159,9.253731343283581,201,0,0,0,0,2,3,9.2,5
113132,有顶天家族,番剧,9.5,9.561188811188812,1144,0,24,10,22,54,988,9.591985428051002,1098,0,4,1,1,6,34,8.826086956521738,46
113152,剧场版总集篇 OVERLORD 漆黑的英雄,番剧,9.3,9.466666666666667,525,0,23,3,5,29,462,9.46360153256705,522,0,0,0,0,0,3,10.0,3
113212,偶像大师灰姑娘剧场 第三季（WEB版）,番剧,9.3,9.373737373737374,99,0,7,0,1,1,90,9.373737373737374,99,0,0,0,0,0,0,0,0
113472,请吃红小豆吧！,国创,9.8,9.907082030828931,9277,0,19,3,18,306,8896,9.907595758493832,9242,0,0,0,0,4,31,9.771428571428572,35
113852,剧场版 K Seven Stories,番剧,9.7,9.87120041215868,1941,0,6,2,15,56,1802,9.876661350345561,1881,0,1,1,0,2,56,9.7,60
114452,特别版 Free!-Take Your Marks-,番剧,9.7,9.942148760330578,484,0,1,0,1,7,465,9.945147679324894,474,0,0,0,0,1,9,9.8,10
114472,SWORD GAI 装刀凯 The Animation II,番剧,3.7,4.0168776371308015,237,0,131,29,28,13,25,3.982300884955752,226,0,6,1,0,2,2,4.7272727272727275,11
114672,帝王侧,国创,8.8,9.107913669064748,139,0,4,3,8,18,103,9.132352941176471,136,0,0,1,0,0,2,8.0,3
115632,剧场版 中二病也要谈恋爱！ -Take On Me-,番剧,9.8,9.947871179039302,14656,0,34,6,35,149,14105,9.947937748621676,14329,0,0,0,1,7,319,9.944954128440367,327
116772,玉子市场,番剧,9.8,9.912421805183198,10071,0,18,7,42,252,9661,9.914028056112224,9980,0,1,0,1,6,83,9.736263736263735,91
117272,小黄人和萌友,国创,9.2,9.426573426573427,286,0,5,0,7,47,225,9.429577464788732,284,0,0,0,0,1,1,9.0,2
117712,展开骑士,番剧,7.8,8.727272727272727,44,0,4,2,1,4,33,8.727272727272727,44,0,0,0,0,0,0,0,0
118152,剧场版 Free!-Timeless Medley,番剧,9.6,9.827868852459016,244,0,1,1,3,8,230,9.82716049382716,243,0,0,0,0,0,1,10.0,1
118812,OVERLORD Ⅲ SP,番剧,9.4,9.691973969631237,461,0,11,1,1,22,424,9.690631808278868,459,0,0,0,0,0,2,10.0,2
119152,夏日大作战,番剧,9.5,9.58538404175988,2682,0,5,32,87,205,2267,9.61864406779661,2596,0,0,6,14,15,51,8.581395348837209,86
119312,NEKOPARA EXTRA 小猫篇（猫娘乐园）,番剧,9.8,9.895890410958904,1825,0,7,4,5,44,1754,9.896361631753033,1814,0,0,0,0,1,10,9.818181818181818,11
120692,了不起的我们,国创,8.7,9.179487179487179,78,0,3,2,2,10,60,9.168831168831169,77,0,0,0,0,0,1,10.0,1
120712,Free!,番剧,9.5,9.590116279069768,2064,0,14,26,61,127,1785,9.619473422752112,2013,0,1,5,6,9,30,8.431372549019608,51
120732,命运之夜  06版,番剧,9.5,9.754080522306856,4595,0,35,13,67,224,4152,9.760855043420174,4491,0,2,2,2,10,88,9.461538461538462,104
121372,安菟！安菟！,国创,7.5,8.411214953271028,214,0,17,5,17,34,118,8.418848167539267,191,0,2,0,1,9,11,8.347826086956522,23
121412,机动战士高达 暮光的阿克西斯 红色残影,番剧,8.1,8.141843971631205,141,0,11,8,15,30,73,8.13138686131387,137,0,0,0,1,1,2,8.5,4
121632,欢迎来到加帕里公园,番剧,2.6,3.032154340836013,1866,0,1494,76,56,50,141,2.99284534947716,1817,0,24,6,9,3,7,4.489795918367347,49
122632,请问您今天要来点兔子吗？？～Dear My Sister～,番剧,9.8,9.92890747516989,1913,0,9,0,5,20,1870,9.930672268907562,1904,0,0,0,1,0,8,9.555555555555555,9
122732,机动战士高达独角兽(UC) RE:0096,番剧,9.3,9.081210191082803,1256,0,51,33,70,117,956,9.08720456397718,1227,0,1,1,2,6,19,8.827586206896552,29
123092,大侦探福尔马林,国创,8.7,9.132352941176471,136,0,5,1,3,28,98,9.155555555555555,135,0,0,0,1,0,0,6.0,1
123112,橱窗里的兔子先生,国创,9.1,9.321100917431192,109,0,2,0,6,17,83,9.314814814814815,108,0,0,0,0,0,1,10.0,1
123712,大食谱  第二季,国创,9.5,9.863636363636363,132,0,1,0,0,5,121,9.858267716535433,127,0,0,0,0,0,5,10.0,5
124972,Free! -Eternal Summer-,番剧,9.7,9.892291446673706,947,0,2,0,7,20,902,9.909774436090226,931,0,1,0,1,3,11,8.875,16
125252,京剧猫 第三季,国创,9.8,9.949418310571573,3954,0,7,3,4,43,3836,9.954790649884409,3893,0,1,0,2,4,54,9.60655737704918,61
125312,高达创战者 ​GM的逆袭,番剧,9.6,9.838235294117647,136,0,1,0,1,4,128,9.850746268656716,134,0,0,0,0,1,1,9.0,2
125692,小马宝莉 友谊的魔力 第七季,番剧,9.8,9.905902480752781,1169,0,5,1,3,25,1119,9.90633130962706,1153,0,0,0,0,1,15,9.875,16
125872,吉尔伽美什,番剧,7.7,7.758620689655173,58,0,8,2,4,13,27,7.814814814814815,54,0,0,2,0,0,2,7.0,4
126192,此花亭奇谭（中配）,番剧,9.2,9.625,320,0,5,1,8,21,281,9.620253164556962,316,0,0,0,0,0,4,10.0,4
126792,肆式青春,番剧,8.2,8.51984300043611,4586,0,140,161,470,995,2426,8.579198473282442,4192,0,10,24,74,156,130,7.888324873096447,394
127452,高达创战者 战斗部落（BATTLOGUE）,番剧,9.4,9.662337662337663,77,0,0,0,1,11,65,9.662337662337663,77,0,0,0,0,0,0,0,0
128072,小马宝莉 友谊的魔力 第六季 (中配）,番剧,9.7,9.739549839228296,622,0,7,0,7,37,563,9.742671009771987,614,0,0,0,0,2,6,9.5,8
128432,剧场版 笑傲昙天(外传) 「后篇」,番剧,9.3,9.78494623655914,93,0,0,0,4,2,87,9.78494623655914,93,0,0,0,0,0,0,0,0
128792,高达创战者 TRY 岛上热战,番剧,9.2,9.393939393939394,66,0,0,0,4,12,50,9.393939393939394,66,0,0,0,0,0,0,0,0
129152,如果历史是一群喵 1-3季,国创,9.7,9.818696883852692,6354,0,54,15,32,242,5946,9.819685164573064,6289,0,0,1,2,2,60,9.723076923076922,65
130212,探险活宝 第六季（中配）,番剧,9.7,9.885245901639344,122,0,1,0,0,3,117,9.884297520661157,121,0,0,0,0,0,1,10.0,1
130232,探险活宝 第七季（中配）,番剧,9.7,9.931818181818182,88,0,0,0,0,3,84,9.931034482758621,87,0,0,0,0,0,1,10.0,1
130412,刀剑神域 Alicization,番剧,8.3,8.694672711816379,28232,0,2008,1125,2134,2228,20107,8.7027751612202,27602,0,36,42,87,79,386,8.33968253968254,630
131032,狗狗向前冲,番剧,9.4,9.764705882352942,68,0,0,2,0,2,64,9.764705882352942,68,0,0,0,0,0,0,0,0
131112,兄弟战争,番剧,9.5,9.63855421686747,913,0,11,6,17,69,803,9.635761589403973,906,0,0,0,0,0,7,10.0,7
131532,花开伊吕波 Home Sweet Home,番剧,9.8,9.941553813257306,1403,0,3,0,4,21,1356,9.940751445086706,1384,0,0,0,0,0,19,10.0,19
131612,新机动战记高达W TV版,番剧,9.5,9.493333333333334,300,0,4,1,8,39,242,9.496598639455783,294,0,0,0,0,2,4,9.333333333333334,6
131692,模型战士高达模型制作家 起始G,番剧,9.0,9.594594594594595,74,0,1,0,2,7,64,9.594594594594595,74,0,0,0,0,0,0,0,0
131852,通灵妃,国创,8.8,9.063198265799567,5997,0,212,146,310,807,4456,9.085145843871185,5931,0,9,7,12,15,23,7.090909090909091,66
131872,RAIL WARS!-日本国有铁道公安队-,番剧,8.5,8.162859980139027,1007,0,109,31,92,194,565,8.169525731584258,991,0,0,4,2,2,8,7.75,16
132112,猫和老鼠 旧版,番剧,9.9,9.961346021779653,20386,0,38,11,17,175,20098,9.96125669895275,20339,0,0,0,0,0,47,10.0,47
132232,机动武斗传G高达,番剧,9.7,9.836512261580381,367,0,1,2,3,14,343,9.834710743801653,363,0,0,0,0,0,4,10.0,4
132792,0号宿舍,国创,9.8,9.929811953527368,8349,0,16,9,19,162,8075,9.929718633015336,8281,0,0,0,0,2,66,9.941176470588236,68
133392,彩虹小马 魔法公主特别篇,番剧,9.5,9.541984732824428,131,0,4,0,1,9,115,9.581395348837209,129,0,0,0,1,1,0,7.0,2
133432,彩虹小马 小马国女孩2：彩虹摇滚,番剧,9.8,9.857894736842105,380,0,2,0,2,15,360,9.857519788918205,379,0,0,0,0,0,1,10.0,1
134672,前进吧！登山少女,番剧,9.7,9.834146341463414,615,0,3,1,6,23,575,9.835526315789474,608,0,0,0,0,1,6,9.714285714285714,7
134692,彩虹小马 小马国女孩4：无尽之森传奇,番剧,9.6,9.643312101910828,157,0,4,1,0,9,143,9.643312101910828,157,0,0,0,0,0,0,0,0
134852,闪电十一人 GO,番剧,9.5,9.623188405797102,69,0,1,0,2,5,60,9.617647058823529,68,0,0,0,0,0,1,10.0,1
134912,魔法禁书目录 第三季,番剧,8.0,8.393061433288379,21503,0,1952,1116,1792,1984,14235,8.413207457659281,21079,0,48,48,71,75,182,7.3915094339622645,424
134932,青春猪头少年不会梦到兔女郎学姐,番剧,9.8,9.87400194741967,51350,0,208,71,275,1515,48524,9.877058091040263,50593,0,4,7,21,46,679,9.669749009247028,757
134952,书店里的骷髅店员本田,番剧,9.6,9.781414377556985,1711,0,4,5,22,111,1559,9.781305114638448,1701,0,0,0,0,1,9,9.8,10
135252,BanG Dream! 少女乐团派对☆PICO,番剧,9.8,9.922624053826745,1189,0,6,1,3,13,1161,9.922297297297296,1184,0,0,0,0,0,5,10.0,5
135652,JOJO的奇妙冒险 黄金之风,番剧,9.8,9.928936469665333,86683,0,376,75,204,875,84187,9.92972222546286,85717,0,3,0,8,40,915,9.859213250517598,966
138832,终将成为你,番剧,9.8,9.8990264255911,14380,0,66,10,70,259,13628,9.901232808380247,14033,0,2,1,3,16,325,9.809798270893372,347
139252,关于我转生变成史莱姆这档事,番剧,9.4,9.516202729513617,33266,0,514,411,1125,2261,28644,9.52662721893491,32955,0,14,18,47,43,189,8.411575562700964,311
139272,只要贝尔哲布布大小姐喜欢就好,番剧,9.6,9.761350407450523,3436,0,17,20,39,203,3142,9.760888629055831,3421,0,0,0,0,1,14,9.866666666666667,15
139292,弦音 -风舞高中弓道部-,番剧,9.5,9.56312625250501,4491,0,35,41,150,353,3826,9.58410896708286,4405,0,2,5,13,16,50,8.488372093023257,86
139332,逆转裁判 第二季,番剧,9.5,9.559902200488997,1227,0,10,9,27,125,1016,9.585509688289806,1187,0,2,0,3,10,25,8.8,40
139352,强风吹拂,番剧,9.9,9.964636309875813,33820,0,59,11,41,215,33075,9.96610879913775,33401,0,5,0,2,8,404,9.847255369928401,419
139372,RErideD-穿越时空的德理达,番剧,7.5,7.990853658536586,656,0,48,35,82,151,311,8.047846889952153,627,0,1,7,8,6,7,6.758620689655173,29
139392,ANIMAYELL!,番剧,9.5,9.76171875,1536,0,11,6,27,56,1411,9.772336201191264,1511,0,0,2,1,3,19,9.12,25
139412,叛逆性百万亚瑟王,番剧,8.1,8.840039254170756,1019,0,53,29,71,142,699,8.826961770623743,994,0,0,0,0,8,17,9.36,25
139432,魔偶马戏团,番剧,8.8,8.955447728275253,2267,0,89,69,167,248,1640,8.965205603253501,2213,0,1,1,10,12,30,8.555555555555555,54
139472,偶像大师 SideM Mini,番剧,8.8,9.731707317073171,82,0,2,0,0,3,77,9.731707317073171,82,0,0,0,0,0,0,0,0
139532,小黄人与格鲁日记,国创,9.3,9.66,100,0,1,0,1,11,87,9.66,100,0,0,0,0,0,0,0,0
139632,邻家索菲,番剧,9.8,9.893423082316646,7131,0,14,8,44,203,6805,9.895108849307322,7074,0,0,0,1,7,49,9.68421052631579,57
139672,火之丸相扑,番剧,9.2,9.439579684763572,1142,0,14,8,52,120,925,9.456657730116175,1119,0,0,1,5,3,14,8.608695652173912,23
139952,萌妻食神,国创,9.3,9.392381250979778,6379,0,120,67,231,755,5142,9.39889152810768,6315,0,0,1,6,25,32,8.75,64
140012,喂，看见耳朵啦 第二季,国创,9.5,9.813688212927756,526,0,5,2,3,17,493,9.811538461538461,520,0,0,0,0,0,6,10.0,6
140092,战斗吧歌姬！ 第零季,国创,8.9,9.352272727272727,352,0,8,4,14,39,276,9.348973607038124,341,0,0,0,0,3,8,9.454545454545455,11
140132,战斗吧歌姬！ 第一季,国创,9.1,9.58187134502924,684,0,10,5,21,44,594,9.58160237388724,674,0,0,0,0,2,8,9.6,10
140332,宇宙战舰提拉米斯II,番剧,9.5,9.761336515513127,419,0,2,1,4,30,377,9.76328502415459,414,0,0,0,0,1,4,9.6,5
140552,JOJO的奇妙冒险 不灭钻石,番剧,9.8,9.866712209192,26349,0,158,45,166,600,25149,9.869898154529443,26118,0,1,6,5,25,194,9.506493506493506,231
140632,天线宝宝,番剧,9.7,9.83206106870229,2227,0,24,1,11,66,2115,9.831303563373929,2217,0,0,0,0,0,10,10.0,10
141052,爱玩怪兽,番剧,7.3,8.006535947712418,306,0,36,9,33,63,153,7.959183673469388,294,0,0,0,1,3,8,9.166666666666666,12
